Sample,Method,Control,Analyte,Units,Result,Outlier
5078824,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3652,No
5078824,OES,SRM75F_CL,Calcium,PCT_M-M,0.5507,No
5078824,OES,SRM75F_CL,Copper,MG_P_KG,4.3294,No
5078824,OES,SRM75F_CL,Zinc,MG_P_KG,43.8361,No
5078824,OES,SRM75F_CL,Iron,MG_P_KG,91.0081,No
5078824,OES,SRM75F_CL,Potassium,PCT_M-M,0.7941,No
5080030,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0551,No
5080030,OES,SRM75F_CL,Sodium,PCT_M-M,0.1965,No
5080030,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3638,No
5080030,OES,SRM75F_CL,Calcium,PCT_M-M,0.5519,No
5080030,OES,SRM75F_CL,Copper,MG_P_KG,4.3049,No
5080030,OES,SRM75F_CL,Zinc,MG_P_KG,43.1768,No
5080030,OES,SRM75F_CL,Iron,MG_P_KG,89.9084,No
5080030,OES,SRM75F_CL,Potassium,PCT_M-M,0.7837,No
5081428,OES,SRM75F_CL,Iron,MG_P_KG,87.2025,No
5081428,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0531,No
5081428,OES,SRM75F_CL,Sodium,PCT_M-M,0.1901,No
5081428,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3486,No
5081428,OES,SRM75F_CL,Calcium,PCT_M-M,0.5402,No
5081428,OES,SRM75F_CL,Copper,MG_P_KG,4.0928,No
5081428,OES,SRM75F_CL,Zinc,MG_P_KG,41.3467,No
5081428,OES,SRM75F_CL,Potassium,PCT_M-M,0.7414,No
5082280,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0552,No
5082280,OES,SRM75F_CL,Sodium,PCT_M-M,0.1982,No
5082280,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3575,No
5082280,OES,SRM75F_CL,Calcium,PCT_M-M,0.544,No
5082280,OES,SRM75F_CL,Copper,MG_P_KG,3.9091,No
5082280,OES,SRM75F_CL,Zinc,MG_P_KG,43.16,No
5082280,OES,SRM75F_CL,Iron,MG_P_KG,90.6514,No
5082280,OES,SRM75F_CL,Potassium,PCT_M-M,0.8013,No
5082668,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5082668,OES,SRM75F_CL,Sodium,PCT_M-M,0.1943,No
5082668,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3559,No
5082668,OES,SRM75F_CL,Calcium,PCT_M-M,0.5439,No
5082668,OES,SRM75F_CL,Copper,MG_P_KG,4.0789,No
5082668,OES,SRM75F_CL,Zinc,MG_P_KG,42.6565,No
5082668,OES,SRM75F_CL,Potassium,PCT_M-M,0.7358,No
5082668,OES,SRM75F_CL,Iron,MG_P_KG,90.0614,No
5082909,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0553,No
5082909,OES,SRM75F_CL,Sodium,PCT_M-M,0.1965,No
5082909,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3601,No
5082909,OES,SRM75F_CL,Calcium,PCT_M-M,0.5506,No
5082909,OES,SRM75F_CL,Copper,MG_P_KG,4.0388,No
5082909,OES,SRM75F_CL,Zinc,MG_P_KG,43.2434,No
5082909,OES,SRM75F_CL,Potassium,PCT_M-M,0.7865,No
5082909,OES,SRM75F_CL,Iron,MG_P_KG,91.4217,No
5085595,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5085595,OES,SRM75F_CL,Sodium,PCT_M-M,0.1948,No
5085595,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3547,No
5085595,OES,SRM75F_CL,Calcium,PCT_M-M,0.5445,No
5085595,OES,SRM75F_CL,Copper,MG_P_KG,4.1291,No
5085595,OES,SRM75F_CL,Zinc,MG_P_KG,42.6608,No
5085595,OES,SRM75F_CL,Iron,MG_P_KG,90.584,No
5085595,OES,SRM75F_CL,Potassium,PCT_M-M,0.7764,No
5086451,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0565,No
5086451,OES,SRM75F_CL,Sodium,PCT_M-M,0.1988,No
5086451,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3602,No
5086451,OES,SRM75F_CL,Calcium,PCT_M-M,0.5634,No
5086451,OES,SRM75F_CL,Copper,MG_P_KG,4.2446,No
5086451,OES,SRM75F_CL,Zinc,MG_P_KG,44.6782,No
5086451,OES,SRM75F_CL,Potassium,PCT_M-M,0.8093,No
5086451,OES,SRM75F_CL,Iron,MG_P_KG,94.2792,No
5087177,OES,SRM75F_CL,Magnesium,PCT_M-M,0.056,No
5087177,OES,SRM75F_CL,Sodium,PCT_M-M,0.1916,No
5087177,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3458,No
5087177,OES,SRM75F_CL,Calcium,PCT_M-M,0.569,No
5087177,OES,SRM75F_CL,Copper,MG_P_KG,4.0981,No
5087177,OES,SRM75F_CL,Zinc,MG_P_KG,44.0836,No
5087177,OES,SRM75F_CL,Potassium,PCT_M-M,0.7453,No
5087177,OES,SRM75F_CL,Iron,MG_P_KG,91.3719,No
5088363,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0541,No
5088363,OES,SRM75F_CL,Sodium,PCT_M-M,0.1885,No
5088363,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3382,No
5088363,OES,SRM75F_CL,Calcium,PCT_M-M,0.5562,No
5088363,OES,SRM75F_CL,Copper,MG_P_KG,4.0527,No
5088363,OES,SRM75F_CL,Zinc,MG_P_KG,42.2377,No
5088363,OES,SRM75F_CL,Potassium,PCT_M-M,0.7415,No
5088363,OES,SRM75F_CL,Iron,MG_P_KG,89.1322,No
5090650,OES,SRM75F_CL,Magnesium,PCT_M-M,0.055,No
5090650,OES,SRM75F_CL,Sodium,PCT_M-M,0.1964,No
5090650,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3507,No
5090650,OES,SRM75F_CL,Calcium,PCT_M-M,0.5413,No
5090650,OES,SRM75F_CL,Copper,MG_P_KG,4.2083,No
5090650,OES,SRM75F_CL,Zinc,MG_P_KG,42.5244,No
5090650,OES,SRM75F_CL,Potassium,PCT_M-M,0.7805,No
5090650,OES,SRM75F_CL,Iron,MG_P_KG,92.5242,No
5091635,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
5091635,OES,SRM75F_CL,Sodium,PCT_M-M,0.1937,No
5091635,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3514,No
5091635,OES,SRM75F_CL,Calcium,PCT_M-M,0.5397,No
5091635,OES,SRM75F_CL,Copper,MG_P_KG,4.0184,No
5091635,OES,SRM75F_CL,Zinc,MG_P_KG,43.5141,No
5091635,OES,SRM75F_CL,Potassium,PCT_M-M,0.7886,No
5091635,OES,SRM75F_CL,Iron,MG_P_KG,91.9145,No
5093779,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0529,No
5093779,OES,SRM75F_CL,Sodium,PCT_M-M,0.1828,No
5093779,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3481,No
5093779,OES,SRM75F_CL,Calcium,PCT_M-M,0.5301,No
5093779,OES,SRM75F_CL,Copper,MG_P_KG,4.0492,No
5093779,OES,SRM75F_CL,Zinc,MG_P_KG,41.275,No
5093779,OES,SRM75F_CL,Iron,MG_P_KG,88.0053,No
5093779,OES,SRM75F_CL,Potassium,PCT_M-M,0.7314,No
5098349,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0562,No
5098349,OES,SRM75F_CL,Sodium,PCT_M-M,0.2065,No
5098349,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3684,No
5098349,OES,SRM75F_CL,Calcium,PCT_M-M,0.5547,No
5098349,OES,SRM75F_CL,Copper,MG_P_KG,4.1554,No
5098349,OES,SRM75F_CL,Zinc,MG_P_KG,43.2813,No
5098349,OES,SRM75F_CL,Iron,MG_P_KG,93.0677,No
5098349,OES,SRM75F_CL,Potassium,PCT_M-M,0.8313,No
5102713,OES,SRM75F_CL,Magnesium,PCT_M-M,0.057,No
5102713,OES,SRM75F_CL,Sodium,PCT_M-M,0.2072,No
5102713,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3771,No
5102713,OES,SRM75F_CL,Calcium,PCT_M-M,0.5647,No
5102713,OES,SRM75F_CL,Copper,MG_P_KG,4.2266,No
5102713,OES,SRM75F_CL,Zinc,MG_P_KG,43.8795,No
5102713,OES,SRM75F_CL,Iron,MG_P_KG,93.8148,No
5102713,OES,SRM75F_CL,Potassium,PCT_M-M,0.8207,No
5103586,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0535,No
5103586,OES,SRM75F_CL,Sodium,PCT_M-M,0.1949,No
5103586,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3499,No
5103586,OES,SRM75F_CL,Calcium,PCT_M-M,0.5347,No
5103586,OES,SRM75F_CL,Copper,MG_P_KG,4.0001,No
5103586,OES,SRM75F_CL,Zinc,MG_P_KG,41.072,No
5103586,OES,SRM75F_CL,Iron,MG_P_KG,88.4581,No
5103586,OES,SRM75F_CL,Potassium,PCT_M-M,0.7612,No
5104552,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0555,No
5104552,OES,SRM75F_CL,Sodium,PCT_M-M,0.1963,No
5104552,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.36,No
5104552,OES,SRM75F_CL,Calcium,PCT_M-M,0.5525,No
5104552,OES,SRM75F_CL,Copper,MG_P_KG,4.2531,No
5104552,OES,SRM75F_CL,Zinc,MG_P_KG,42.4539,No
5104552,OES,SRM75F_CL,Potassium,PCT_M-M,0.7608,No
5104552,OES,SRM75F_CL,Iron,MG_P_KG,91.5511,No
5105101,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5105101,OES,SRM75F_CL,Sodium,PCT_M-M,0.1906,No
5105101,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3548,No
5105101,OES,SRM75F_CL,Calcium,PCT_M-M,0.5411,No
5105101,OES,SRM75F_CL,Copper,MG_P_KG,4.3877,No
5105101,OES,SRM75F_CL,Zinc,MG_P_KG,42.5445,No
5105101,OES,SRM75F_CL,Iron,MG_P_KG,90.5032,No
5105101,OES,SRM75F_CL,Potassium,PCT_M-M,0.7808,No
5106621,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0543,No
5106621,OES,SRM75F_CL,Sodium,PCT_M-M,0.1927,No
5106621,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3523,No
5106621,OES,SRM75F_CL,Calcium,PCT_M-M,0.5438,No
5106621,OES,SRM75F_CL,Copper,MG_P_KG,4.2054,No
5106621,OES,SRM75F_CL,Zinc,MG_P_KG,41.6272,No
5106621,OES,SRM75F_CL,Iron,MG_P_KG,90.306,No
5106621,OES,SRM75F_CL,Potassium,PCT_M-M,0.8144,No
5107641,OES,SRM75F_CL,Potassium,PCT_M-M,0.7239,No
5107641,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0542,No
5107641,OES,SRM75F_CL,Sodium,PCT_M-M,0.1844,No
5107641,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3468,No
5107641,OES,SRM75F_CL,Calcium,PCT_M-M,0.5376,No
5107641,OES,SRM75F_CL,Copper,MG_P_KG,3.9391,No
5107641,OES,SRM75F_CL,Zinc,MG_P_KG,42.1528,No
5107641,OES,SRM75F_CL,Iron,MG_P_KG,88.141,No
5108674,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0566,No
5108674,OES,SRM75F_CL,Sodium,PCT_M-M,0.204,No
5108674,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3731,No
5108674,OES,SRM75F_CL,Calcium,PCT_M-M,0.5604,No
5108674,OES,SRM75F_CL,Copper,MG_P_KG,4.1458,No
5108674,OES,SRM75F_CL,Zinc,MG_P_KG,44.0827,No
5108674,OES,SRM75F_CL,Iron,MG_P_KG,92.7456,No
5108674,OES,SRM75F_CL,Potassium,PCT_M-M,0.8708,No
5109515,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0565,No
5109515,OES,SRM75F_CL,Sodium,PCT_M-M,0.2031,No
5109515,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3732,No
5109515,OES,SRM75F_CL,Calcium,PCT_M-M,0.5617,No
5109515,OES,SRM75F_CL,Copper,MG_P_KG,4.2256,No
5109515,OES,SRM75F_CL,Zinc,MG_P_KG,44.0097,No
5109515,OES,SRM75F_CL,Iron,MG_P_KG,93.321,No
5109515,OES,SRM75F_CL,Potassium,PCT_M-M,0.8174,No
5110502,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0537,No
5110502,OES,SRM75F_CL,Sodium,PCT_M-M,0.1929,No
5110502,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3597,No
5110502,OES,SRM75F_CL,Calcium,PCT_M-M,0.5307,No
5110502,OES,SRM75F_CL,Copper,MG_P_KG,4.1003,No
5110502,OES,SRM75F_CL,Zinc,MG_P_KG,42.0847,No
5110502,OES,SRM75F_CL,Iron,MG_P_KG,88.8049,No
5110502,OES,SRM75F_CL,Potassium,PCT_M-M,0.7966,No
5111336,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5111336,OES,SRM75F_CL,Sodium,PCT_M-M,0.1944,No
5111336,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3546,No
5111336,OES,SRM75F_CL,Calcium,PCT_M-M,0.5384,No
5111336,OES,SRM75F_CL,Copper,MG_P_KG,4.0492,No
5111336,OES,SRM75F_CL,Zinc,MG_P_KG,42.7262,No
5111336,OES,SRM75F_CL,Iron,MG_P_KG,89.7394,No
5111336,OES,SRM75F_CL,Potassium,PCT_M-M,0.781,No
5111799,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0542,No
5111799,OES,SRM75F_CL,Sodium,PCT_M-M,0.1941,No
5111799,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.352,No
5111799,OES,SRM75F_CL,Calcium,PCT_M-M,0.5457,No
5111799,OES,SRM75F_CL,Copper,MG_P_KG,4.194,No
5111799,OES,SRM75F_CL,Zinc,MG_P_KG,42.3945,No
5111799,OES,SRM75F_CL,Iron,MG_P_KG,91.3998,No
5111799,OES,SRM75F_CL,Potassium,PCT_M-M,0.7936,No
5113933,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0529,No
5113933,OES,SRM75F_CL,Sodium,PCT_M-M,0.1899,No
5113933,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3495,No
5113933,OES,SRM75F_CL,Calcium,PCT_M-M,0.5303,No
5113933,OES,SRM75F_CL,Copper,MG_P_KG,3.9397,No
5113933,OES,SRM75F_CL,Zinc,MG_P_KG,41.3702,No
5113933,OES,SRM75F_CL,Iron,MG_P_KG,89.8566,No
5113933,OES,SRM75F_CL,Potassium,PCT_M-M,0.7714,No
5114295,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0554,No
5114295,OES,SRM75F_CL,Sodium,PCT_M-M,0.2004,No
5114295,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3512,No
5114295,OES,SRM75F_CL,Calcium,PCT_M-M,0.5485,No
5114295,OES,SRM75F_CL,Copper,MG_P_KG,3.9376,No
5114295,OES,SRM75F_CL,Zinc,MG_P_KG,43.1385,No
5114295,OES,SRM75F_CL,Potassium,PCT_M-M,0.7761,No
5114295,OES,SRM75F_CL,Iron,MG_P_KG,92.6315,No
5115162,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0556,No
5115162,OES,SRM75F_CL,Sodium,PCT_M-M,0.1887,No
5115162,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3514,No
5115162,OES,SRM75F_CL,Calcium,PCT_M-M,0.5572,No
5115162,OES,SRM75F_CL,Copper,MG_P_KG,4.1188,No
5115162,OES,SRM75F_CL,Zinc,MG_P_KG,43.0428,No
5115162,OES,SRM75F_CL,Potassium,PCT_M-M,0.7306,No
5115162,OES,SRM75F_CL,Iron,MG_P_KG,92.2679,No
5116034,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0538,No
5116034,OES,SRM75F_CL,Sodium,PCT_M-M,0.1956,No
5116034,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.33,No
5116034,OES,SRM75F_CL,Calcium,PCT_M-M,0.5464,No
5116034,OES,SRM75F_CL,Copper,MG_P_KG,3.9756,No
5116034,OES,SRM75F_CL,Zinc,MG_P_KG,41.4638,No
5116034,OES,SRM75F_CL,Iron,MG_P_KG,88.651,No
5116034,OES,SRM75F_CL,Potassium,PCT_M-M,0.7379,No
5119099,OES,SRM75F_CL,Magnesium,PCT_M-M,0.053,No
5119099,OES,SRM75F_CL,Sodium,PCT_M-M,0.196,No
5119099,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3522,No
5119099,OES,SRM75F_CL,Calcium,PCT_M-M,0.5288,No
5119099,OES,SRM75F_CL,Copper,MG_P_KG,3.968,No
5119099,OES,SRM75F_CL,Zinc,MG_P_KG,41.7858,No
5119099,OES,SRM75F_CL,Iron,MG_P_KG,88.7032,No
5119099,OES,SRM75F_CL,Potassium,PCT_M-M,0.8083,No
5121514,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0537,No
5121514,OES,SRM75F_CL,Sodium,PCT_M-M,0.1963,No
5121514,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3545,No
5121514,OES,SRM75F_CL,Calcium,PCT_M-M,0.5325,No
5121514,OES,SRM75F_CL,Copper,MG_P_KG,4.101,No
5121514,OES,SRM75F_CL,Zinc,MG_P_KG,42.5053,No
5121514,OES,SRM75F_CL,Iron,MG_P_KG,89.8721,No
5121514,OES,SRM75F_CL,Potassium,PCT_M-M,0.801,No
5121528,OES,SRM75F_CL,Iron,MG_P_KG,87.4502,No
5121528,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0517,No
5121528,OES,SRM75F_CL,Sodium,PCT_M-M,0.1895,No
5121528,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3392,No
5121528,OES,SRM75F_CL,Calcium,PCT_M-M,0.5229,No
5121528,OES,SRM75F_CL,Copper,MG_P_KG,3.9728,No
5121528,OES,SRM75F_CL,Zinc,MG_P_KG,40.4953,No
5121528,OES,SRM75F_CL,Potassium,PCT_M-M,0.7716,No
5124266,OES,SRM75F_CL,Magnesium,PCT_M-M,0.052,No
5124266,OES,SRM75F_CL,Sodium,PCT_M-M,0.191,No
5124266,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.344,No
5124266,OES,SRM75F_CL,Calcium,PCT_M-M,0.5239,No
5124266,OES,SRM75F_CL,Copper,MG_P_KG,4.0312,No
5124266,OES,SRM75F_CL,Zinc,MG_P_KG,40.9275,No
5124266,OES,SRM75F_CL,Iron,MG_P_KG,88.0268,No
5124266,OES,SRM75F_CL,Potassium,PCT_M-M,0.7865,No
5125752,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5125752,OES,SRM75F_CL,Sodium,PCT_M-M,0.1944,No
5125752,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3589,No
5125752,OES,SRM75F_CL,Calcium,PCT_M-M,0.5336,No
5125752,OES,SRM75F_CL,Copper,MG_P_KG,3.9999,No
5125752,OES,SRM75F_CL,Zinc,MG_P_KG,42.5958,No
5125752,OES,SRM75F_CL,Iron,MG_P_KG,90.8125,No
5125752,OES,SRM75F_CL,Potassium,PCT_M-M,0.8289,No
5126723,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0554,No
5126723,OES,SRM75F_CL,Sodium,PCT_M-M,0.2,No
5126723,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3732,No
5126723,OES,SRM75F_CL,Calcium,PCT_M-M,0.5415,No
5126723,OES,SRM75F_CL,Copper,MG_P_KG,4.1641,No
5126723,OES,SRM75F_CL,Zinc,MG_P_KG,43.8672,No
5126723,OES,SRM75F_CL,Iron,MG_P_KG,90.5481,No
5126723,OES,SRM75F_CL,Potassium,PCT_M-M,0.797,No
5128847,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0616,No
5128847,OES,SRM75F_CL,Sodium,PCT_M-M,0.2126,No
5128847,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3803,No
5128847,OES,SRM75F_CL,Calcium,PCT_M-M,0.5999,No
5128847,OES,SRM75F_CL,Copper,MG_P_KG,4.373,No
5128847,OES,SRM75F_CL,Zinc,MG_P_KG,48.2594,No
5128847,OES,SRM75F_CL,Iron,MG_P_KG,103.759,No
5128847,OES,SRM75F_CL,Potassium,PCT_M-M,0.9402,No
5133059,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5133059,OES,SRM75F_CL,Sodium,PCT_M-M,0.2058,No
5133059,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3462,No
5133059,OES,SRM75F_CL,Calcium,PCT_M-M,0.54,No
5133059,OES,SRM75F_CL,Copper,MG_P_KG,4.0269,No
5133059,OES,SRM75F_CL,Zinc,MG_P_KG,42.1983,No
5133059,OES,SRM75F_CL,Iron,MG_P_KG,89.4975,No
5133059,OES,SRM75F_CL,Potassium,PCT_M-M,0.7658,No
5134100,OES,SRM75F_CL,Iron,MG_P_KG,87.0997,No
5134100,OES,SRM75F_CL,Magnesium,PCT_M-M,0.053,No
5134100,OES,SRM75F_CL,Sodium,PCT_M-M,0.1861,No
5134100,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3492,No
5134100,OES,SRM75F_CL,Calcium,PCT_M-M,0.5209,No
5134100,OES,SRM75F_CL,Potassium,PCT_M-M,0.7276,No
5134100,OES,SRM75F_CL,Copper,MG_P_KG,4.0046,No
5134100,OES,SRM75F_CL,Zinc,MG_P_KG,41.3481,No
5137914,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0536,No
5137914,OES,SRM75F_CL,Sodium,PCT_M-M,0.1955,No
5137914,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3581,No
5137914,OES,SRM75F_CL,Calcium,PCT_M-M,0.5317,No
5137914,OES,SRM75F_CL,Copper,MG_P_KG,4.5029,No
5137914,OES,SRM75F_CL,Zinc,MG_P_KG,42.7155,No
5137914,OES,SRM75F_CL,Potassium,PCT_M-M,0.7581,No
5137914,OES,SRM75F_CL,Iron,MG_P_KG,90.3218,No
5138826,OES,SRM75F_CL,Potassium,PCT_M-M,0.7263,No
5138826,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0529,No
5138826,OES,SRM75F_CL,Sodium,PCT_M-M,0.2,No
5138826,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3545,No
5138826,OES,SRM75F_CL,Calcium,PCT_M-M,0.5274,No
5138826,OES,SRM75F_CL,Copper,MG_P_KG,4.226,No
5138826,OES,SRM75F_CL,Zinc,MG_P_KG,41.4343,No
5138826,OES,SRM75F_CL,Iron,MG_P_KG,88.3885,No
5139668,OES,SRM75F_CL,Potassium,PCT_M-M,0.7193,No
5139668,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0542,No
5139668,OES,SRM75F_CL,Sodium,PCT_M-M,0.188,No
5139668,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3501,No
5139668,OES,SRM75F_CL,Calcium,PCT_M-M,0.539,No
5139668,OES,SRM75F_CL,Copper,MG_P_KG,4.0216,No
5139668,OES,SRM75F_CL,Zinc,MG_P_KG,42.0166,No
5139668,OES,SRM75F_CL,Iron,MG_P_KG,90.0133,No
5141540,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0555,No
5141540,OES,SRM75F_CL,Sodium,PCT_M-M,0.1967,No
5141540,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3598,No
5141540,OES,SRM75F_CL,Calcium,PCT_M-M,0.5564,No
5141540,OES,SRM75F_CL,Copper,MG_P_KG,4.018,No
5141540,OES,SRM75F_CL,Zinc,MG_P_KG,42.9351,No
5141540,OES,SRM75F_CL,Iron,MG_P_KG,90.6974,No
5141540,OES,SRM75F_CL,Potassium,PCT_M-M,0.776,No
5141830,OES,SRM75F_CL,Iron,MG_P_KG,85.7741,No
5141830,OES,SRM75F_CL,Magnesium,PCT_M-M,0.052,No
5141830,OES,SRM75F_CL,Sodium,PCT_M-M,0.1857,No
5141830,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3331,No
5141830,OES,SRM75F_CL,Calcium,PCT_M-M,0.5199,No
5141830,OES,SRM75F_CL,Copper,MG_P_KG,3.7984,No
5141830,OES,SRM75F_CL,Zinc,MG_P_KG,40.8685,No
5141830,OES,SRM75F_CL,Potassium,PCT_M-M,0.7543,No
5143271,OES,SRM75F_CL,Iron,MG_P_KG,87.5686,No
5143271,OES,SRM75F_CL,Magnesium,PCT_M-M,0.053,No
5143271,OES,SRM75F_CL,Sodium,PCT_M-M,0.1866,No
5143271,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3471,No
5143271,OES,SRM75F_CL,Calcium,PCT_M-M,0.5308,No
5143271,OES,SRM75F_CL,Copper,MG_P_KG,3.9611,No
5143271,OES,SRM75F_CL,Zinc,MG_P_KG,41.1723,No
5143271,OES,SRM75F_CL,Potassium,PCT_M-M,0.7717,No
5144567,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0551,No
5144567,OES,SRM75F_CL,Sodium,PCT_M-M,0.2001,No
5144567,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3611,No
5144567,OES,SRM75F_CL,Calcium,PCT_M-M,0.545,No
5144567,OES,SRM75F_CL,Copper,MG_P_KG,4.0294,No
5144567,OES,SRM75F_CL,Zinc,MG_P_KG,43.099,No
5144567,OES,SRM75F_CL,Iron,MG_P_KG,91.8237,No
5144567,OES,SRM75F_CL,Potassium,PCT_M-M,0.8055,No
5144940,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0544,No
5144940,OES,SRM75F_CL,Sodium,PCT_M-M,0.193,No
5144940,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3547,No
5144940,OES,SRM75F_CL,Calcium,PCT_M-M,0.5431,No
5144940,OES,SRM75F_CL,Copper,MG_P_KG,3.884,No
5144940,OES,SRM75F_CL,Zinc,MG_P_KG,42.3457,No
5144940,OES,SRM75F_CL,Potassium,PCT_M-M,0.7589,No
5144940,OES,SRM75F_CL,Iron,MG_P_KG,90.3181,No
5145203,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0548,No
5145203,OES,SRM75F_CL,Sodium,PCT_M-M,0.1944,No
5145203,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.359,No
5145203,OES,SRM75F_CL,Calcium,PCT_M-M,0.5513,No
5145203,OES,SRM75F_CL,Copper,MG_P_KG,3.9754,No
5145203,OES,SRM75F_CL,Zinc,MG_P_KG,43.4754,No
5145203,OES,SRM75F_CL,Potassium,PCT_M-M,0.7613,No
5145203,OES,SRM75F_CL,Iron,MG_P_KG,90.7542,No
5147713,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0555,No
5147713,OES,SRM75F_CL,Sodium,PCT_M-M,0.198,No
5147713,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3605,No
5147713,OES,SRM75F_CL,Calcium,PCT_M-M,0.5508,No
5147713,OES,SRM75F_CL,Copper,MG_P_KG,4.0355,No
5147713,OES,SRM75F_CL,Zinc,MG_P_KG,42.9493,No
5147713,OES,SRM75F_CL,Potassium,PCT_M-M,0.7904,No
5147713,OES,SRM75F_CL,Iron,MG_P_KG,91.7008,No
5149676,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5149676,OES,SRM75F_CL,Sodium,PCT_M-M,0.1999,No
5149676,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3565,No
5149676,OES,SRM75F_CL,Calcium,PCT_M-M,0.5438,No
5149676,OES,SRM75F_CL,Copper,MG_P_KG,4.0946,No
5149676,OES,SRM75F_CL,Zinc,MG_P_KG,41.4972,No
