Sample,Method,Control,Analyte,Units,Result,Outlier
5855908,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3548,No
5855908,OES,SRM75F_CL,Calcium,PCT_M-M,0.5286,No
5855908,OES,SRM75F_CL,Copper,MG_P_KG,3.9337,No
5855908,OES,SRM75F_CL,Zinc,MG_P_KG,41.9942,No
5855908,OES,SRM75F_CL,Potassium,PCT_M-M,0.8051,No
5856496,OES,SRM75F_CL,Potassium,PCT_M-M,0.697,No
5856496,OES,SRM75F_CL,Iron,MG_P_KG,87.0416,No
5856496,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0525,No
5856496,OES,SRM75F_CL,Sodium,PCT_M-M,0.1755,No
5856496,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3455,No
5856496,OES,SRM75F_CL,Calcium,PCT_M-M,0.53,No
5856496,OES,SRM75F_CL,Copper,MG_P_KG,3.9561,No
5856496,OES,SRM75F_CL,Zinc,MG_P_KG,40.5734,No
5858508,OES,SRM75F_CL,Potassium,PCT_M-M,0.7,No
5858508,OES,SRM75F_CL,Iron,MG_P_KG,88.1733,No
5858508,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0525,No
5858508,OES,SRM75F_CL,Sodium,PCT_M-M,0.175,No
5858508,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3538,No
5858508,OES,SRM75F_CL,Calcium,PCT_M-M,0.5329,No
5858508,OES,SRM75F_CL,Copper,MG_P_KG,3.9277,No
5858508,OES,SRM75F_CL,Zinc,MG_P_KG,40.4634,No
5859015,OES,SRM75F_CL,Potassium,PCT_M-M,0.7162,No
5859015,OES,SRM75F_CL,Iron,MG_P_KG,90.184,No
5859015,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5859015,OES,SRM75F_CL,Sodium,PCT_M-M,0.1783,No
5859015,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3565,No
5859015,OES,SRM75F_CL,Calcium,PCT_M-M,0.5405,No
5859015,OES,SRM75F_CL,Copper,MG_P_KG,4.3134,No
5859015,OES,SRM75F_CL,Zinc,MG_P_KG,41.893,No
5861031,OES,SRM75F_CL,Potassium,PCT_M-M,0.7177,No
5861031,OES,SRM75F_CL,Iron,MG_P_KG,91.6188,No
5861031,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0552,No
5861031,OES,SRM75F_CL,Sodium,PCT_M-M,0.185,No
5861031,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3616,No
5861031,OES,SRM75F_CL,Calcium,PCT_M-M,0.5448,No
5861031,OES,SRM75F_CL,Copper,MG_P_KG,4.0636,No
5861031,OES,SRM75F_CL,Zinc,MG_P_KG,42.7305,No
5864963,OES,IRM001A_CL,Iron,MG_P_KG,63.6052,No
5864963,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0604,No
5864963,OES,IRM001A_CL,Sodium,PCT_M-M,0.2003,No
5864963,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3689,No
5864963,OES,IRM001A_CL,Calcium,PCT_M-M,0.5483,No
5864963,OES,IRM001A_CL,Potassium,PCT_M-M,0.7334,No
5864963,OES,IRM001A_CL,Copper,MG_P_KG,3.8883,No
5864963,OES,IRM001A_CL,Zinc,MG_P_KG,42.9948,No
5864964,OES,SRM75F_CL,Potassium,PCT_M-M,0.704,No
5864964,OES,SRM75F_CL,Iron,MG_P_KG,91.736,No
5864964,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5864964,OES,SRM75F_CL,Sodium,PCT_M-M,0.1922,No
5864964,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3596,No
5864964,OES,SRM75F_CL,Calcium,PCT_M-M,0.555,No
5864964,OES,SRM75F_CL,Copper,MG_P_KG,4.1106,No
5864964,OES,SRM75F_CL,Zinc,MG_P_KG,42.3527,No
5867534,OES,IRM001A_CL,Iron,MG_P_KG,82.7939,No
5867534,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0622,No
5867534,OES,IRM001A_CL,Sodium,PCT_M-M,0.2072,No
5867534,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3847,No
5867534,OES,IRM001A_CL,Calcium,PCT_M-M,0.5634,No
5867534,OES,IRM001A_CL,Potassium,PCT_M-M,0.7813,No
5867534,OES,IRM001A_CL,Copper,MG_P_KG,4.5434,No
5867534,OES,IRM001A_CL,Zinc,MG_P_KG,46.3998,No
5867535,OES,SRM75F_CL,Potassium,PCT_M-M,0.7765,No
5867535,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0555,No
5867535,OES,SRM75F_CL,Sodium,PCT_M-M,0.1983,No
5867535,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3661,No
5867535,OES,SRM75F_CL,Calcium,PCT_M-M,0.5588,No
5867535,OES,SRM75F_CL,Copper,MG_P_KG,4.2835,No
5867535,OES,SRM75F_CL,Zinc,MG_P_KG,42.4611,No
5867535,OES,SRM75F_CL,Iron,MG_P_KG,93.291,No
5870168,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0552,No
5870168,OES,IRM001A_CL,Sodium,PCT_M-M,0.1979,No
5870168,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3616,No
5870168,OES,IRM001A_CL,Calcium,PCT_M-M,0.5631,No
5870168,OES,IRM001A_CL,Potassium,PCT_M-M,0.7498,No
5870168,OES,IRM001A_CL,Copper,MG_P_KG,4.207,No
5870168,OES,IRM001A_CL,Zinc,MG_P_KG,42.0632,No
5870168,OES,IRM001A_CL,Iron,MG_P_KG,93.3735,No
5870169,OES,SRM75F_CL,Potassium,PCT_M-M,0.7584,No
5870169,OES,SRM75F_CL,Iron,MG_P_KG,91.5293,No
5870169,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
5870169,OES,SRM75F_CL,Sodium,PCT_M-M,0.1927,No
5870169,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3548,No
5870169,OES,SRM75F_CL,Calcium,PCT_M-M,0.5508,No
5870169,OES,SRM75F_CL,Copper,MG_P_KG,4.0789,No
5870169,OES,SRM75F_CL,Zinc,MG_P_KG,41.1975,No
5871342,OES,IRM001A_CL,Iron,MG_P_KG,61.0923,No
5871342,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0584,No
5871342,OES,IRM001A_CL,Sodium,PCT_M-M,0.1941,No
5871342,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3747,No
5871342,OES,IRM001A_CL,Calcium,PCT_M-M,0.5224,No
5871342,OES,IRM001A_CL,Potassium,PCT_M-M,0.7264,No
5871342,OES,IRM001A_CL,Copper,MG_P_KG,3.7814,No
5871342,OES,IRM001A_CL,Zinc,MG_P_KG,42.5172,No
5871343,OES,SRM75F_CL,Iron,MG_P_KG,87.4141,No
5871343,OES,SRM75F_CL,Potassium,PCT_M-M,0.7541,No
5871343,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0527,No
5871343,OES,SRM75F_CL,Sodium,PCT_M-M,0.1879,No
5871343,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3559,No
5871343,OES,SRM75F_CL,Calcium,PCT_M-M,0.5241,No
5871343,OES,SRM75F_CL,Copper,MG_P_KG,4.1298,No
5871343,OES,SRM75F_CL,Zinc,MG_P_KG,41.2281,No
5877240,OES,IRM001A_CL,Iron,MG_P_KG,62.8797,No
5877240,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0587,No
5877240,OES,IRM001A_CL,Sodium,PCT_M-M,0.1996,No
5877240,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3724,No
5877240,OES,IRM001A_CL,Calcium,PCT_M-M,0.5233,No
5877240,OES,IRM001A_CL,Potassium,PCT_M-M,0.7405,No
5877240,OES,IRM001A_CL,Copper,MG_P_KG,3.8087,No
5877240,OES,IRM001A_CL,Zinc,MG_P_KG,42.0015,No
5877241,OES,SRM75F_CL,Potassium,PCT_M-M,0.7014,No
5877241,OES,SRM75F_CL,Iron,MG_P_KG,87.3971,No
5877241,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0524,No
5877241,OES,SRM75F_CL,Sodium,PCT_M-M,0.1894,No
5877241,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3544,No
5877241,OES,SRM75F_CL,Calcium,PCT_M-M,0.5187,No
5877241,OES,SRM75F_CL,Copper,MG_P_KG,3.9995,No
5877241,OES,SRM75F_CL,Zinc,MG_P_KG,40.1025,No
5877394,OES,IRM001A_CL,Iron,MG_P_KG,64.9957,No
5877394,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0607,No
5877394,OES,IRM001A_CL,Sodium,PCT_M-M,0.2007,No
5877394,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3693,No
5877394,OES,IRM001A_CL,Calcium,PCT_M-M,0.5384,No
5877394,OES,IRM001A_CL,Potassium,PCT_M-M,0.7553,No
5877394,OES,IRM001A_CL,Copper,MG_P_KG,3.6508,No
5877394,OES,IRM001A_CL,Zinc,MG_P_KG,42.9697,No
5877395,OES,SRM75F_CL,Potassium,PCT_M-M,0.7119,No
5877395,OES,SRM75F_CL,Iron,MG_P_KG,89.568,No
5877395,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0544,No
5877395,OES,SRM75F_CL,Sodium,PCT_M-M,0.1824,No
5877395,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3523,No
5877395,OES,SRM75F_CL,Calcium,PCT_M-M,0.5372,No
5877395,OES,SRM75F_CL,Copper,MG_P_KG,4.0771,No
5877395,OES,SRM75F_CL,Zinc,MG_P_KG,41.5189,No
5878608,OES,IRM001A_CL,Iron,MG_P_KG,64.9988,No
5878608,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0591,No
5878608,OES,IRM001A_CL,Sodium,PCT_M-M,0.1935,No
5878608,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.365,No
5878608,OES,IRM001A_CL,Calcium,PCT_M-M,0.5323,No
5878608,OES,IRM001A_CL,Potassium,PCT_M-M,0.7158,No
5878608,OES,IRM001A_CL,Copper,MG_P_KG,3.6445,No
5878608,OES,IRM001A_CL,Zinc,MG_P_KG,42.0657,No
5878609,OES,SRM75F_CL,Potassium,PCT_M-M,0.6994,No
5878609,OES,SRM75F_CL,Iron,MG_P_KG,90.6816,No
5878609,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
5878609,OES,SRM75F_CL,Sodium,PCT_M-M,0.1863,No
5878609,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3515,No
5878609,OES,SRM75F_CL,Calcium,PCT_M-M,0.5377,No
5878609,OES,SRM75F_CL,Copper,MG_P_KG,3.9471,No
5878609,OES,SRM75F_CL,Zinc,MG_P_KG,41.3022,No
5879656,OES,IRM001A_CL,Iron,MG_P_KG,64,No
5879656,OES,IRM001A_CL,Sodium,PCT_M-M,0.184,No
5879656,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.365,No
5879656,OES,IRM001A_CL,Calcium,PCT_M-M,0.533,No
5879658,OES,SRM75F_CL,Potassium,PCT_M-M,0.7166,No
5879658,OES,SRM75F_CL,Iron,MG_P_KG,89.8739,No
5879658,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
5879658,OES,SRM75F_CL,Sodium,PCT_M-M,0.1797,No
5879658,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3527,No
5879658,OES,SRM75F_CL,Calcium,PCT_M-M,0.5395,No
5879658,OES,SRM75F_CL,Copper,MG_P_KG,3.948,No
5879658,OES,SRM75F_CL,Zinc,MG_P_KG,41.5992,No
5881030,OES,IRM001A_CL,Iron,MG_P_KG,61.1947,No
5881030,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0583,No
5881030,OES,IRM001A_CL,Sodium,PCT_M-M,0.1918,No
5881030,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.355,No
5881030,OES,IRM001A_CL,Calcium,PCT_M-M,0.5145,No
5881030,OES,IRM001A_CL,Potassium,PCT_M-M,0.6694,No
5881030,OES,IRM001A_CL,Copper,MG_P_KG,3.7272,No
5881030,OES,IRM001A_CL,Zinc,MG_P_KG,41.0426,No
5881031,OES,SRM75F_CL,Potassium,PCT_M-M,0.6923,No
5881031,OES,SRM75F_CL,Iron,MG_P_KG,87.7127,No
5881031,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0533,No
5881031,OES,SRM75F_CL,Sodium,PCT_M-M,0.1894,No
5881031,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3485,No
5881031,OES,SRM75F_CL,Calcium,PCT_M-M,0.5234,No
5881031,OES,SRM75F_CL,Copper,MG_P_KG,4.1473,No
5881031,OES,SRM75F_CL,Zinc,MG_P_KG,40.712,No
5882648,OES,IRM001A_CL,Iron,MG_P_KG,60.9367,No
5882648,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0591,No
5882648,OES,IRM001A_CL,Sodium,PCT_M-M,0.1937,No
5882648,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.362,No
5882648,OES,IRM001A_CL,Calcium,PCT_M-M,0.5257,No
5882648,OES,IRM001A_CL,Potassium,PCT_M-M,0.6789,No
5882648,OES,IRM001A_CL,Copper,MG_P_KG,3.716,No
5882648,OES,IRM001A_CL,Zinc,MG_P_KG,41.6606,No
5882649,OES,SRM75F_CL,Potassium,PCT_M-M,0.6928,No
5882649,OES,SRM75F_CL,Iron,MG_P_KG,89.6756,No
5882649,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
5882649,OES,SRM75F_CL,Sodium,PCT_M-M,0.1804,No
5882649,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3479,No
5882649,OES,SRM75F_CL,Calcium,PCT_M-M,0.5304,No
5882649,OES,SRM75F_CL,Copper,MG_P_KG,3.9682,No
5882649,OES,SRM75F_CL,Zinc,MG_P_KG,41.0386,No
5884866,OES,IRM001A_CL,Iron,MG_P_KG,66.4228,No
5884866,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0631,No
5884866,OES,IRM001A_CL,Sodium,PCT_M-M,0.2087,No
5884866,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3773,No
5884866,OES,IRM001A_CL,Calcium,PCT_M-M,0.5765,No
5884866,OES,IRM001A_CL,Potassium,PCT_M-M,0.7924,No
5884866,OES,IRM001A_CL,Copper,MG_P_KG,4.0038,No
5884866,OES,IRM001A_CL,Zinc,MG_P_KG,45.0601,No
5884867,OES,SRM75F_CL,Potassium,PCT_M-M,0.7633,No
5884867,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0571,No
5884867,OES,SRM75F_CL,Sodium,PCT_M-M,0.2003,No
5884867,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3633,No
5884867,OES,SRM75F_CL,Calcium,PCT_M-M,0.5783,No
5884867,OES,SRM75F_CL,Copper,MG_P_KG,4.2566,No
5884867,OES,SRM75F_CL,Zinc,MG_P_KG,44.2064,No
5884867,OES,SRM75F_CL,Iron,MG_P_KG,94.9691,No
5886662,OES,IRM001A_CL,Iron,MG_P_KG,66.0658,No
5886662,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0614,No
5886662,OES,IRM001A_CL,Sodium,PCT_M-M,0.1891,No
5886662,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3737,No
5886662,OES,IRM001A_CL,Calcium,PCT_M-M,0.5487,No
5886662,OES,IRM001A_CL,Potassium,PCT_M-M,0.7153,No
5886662,OES,IRM001A_CL,Copper,MG_P_KG,3.9189,No
5886662,OES,IRM001A_CL,Zinc,MG_P_KG,44.3364,No
5886664,OES,SRM75F_CL,Potassium,PCT_M-M,0.737,No
5886664,OES,SRM75F_CL,Iron,MG_P_KG,91.762,No
5886664,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0554,No
5886664,OES,SRM75F_CL,Sodium,PCT_M-M,0.1986,No
5886664,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3576,No
5886664,OES,SRM75F_CL,Calcium,PCT_M-M,0.5504,No
5886664,OES,SRM75F_CL,Copper,MG_P_KG,4.2879,No
5886664,OES,SRM75F_CL,Zinc,MG_P_KG,43.0088,No
5888956,OES,IRM001A_CL,Iron,MG_P_KG,63.6202,No
5888956,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0604,No
5888956,OES,IRM001A_CL,Sodium,PCT_M-M,0.1994,No
5888956,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3686,No
5888956,OES,IRM001A_CL,Calcium,PCT_M-M,0.5285,No
5888956,OES,IRM001A_CL,Potassium,PCT_M-M,0.7091,No
5888956,OES,IRM001A_CL,Copper,MG_P_KG,3.8979,No
5888956,OES,IRM001A_CL,Zinc,MG_P_KG,42.8615,No
5888958,OES,SRM75F_CL,Potassium,PCT_M-M,0.7263,No
5888958,OES,SRM75F_CL,Iron,MG_P_KG,89.7517,No
5888958,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
5888958,OES,SRM75F_CL,Sodium,PCT_M-M,0.1821,No
5888958,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3595,No
5888958,OES,SRM75F_CL,Calcium,PCT_M-M,0.5348,No
5888958,OES,SRM75F_CL,Copper,MG_P_KG,4.1461,No
5888958,OES,SRM75F_CL,Zinc,MG_P_KG,42.1566,No
5889122,OES,IRM001A_CL,Iron,MG_P_KG,66.8855,No
5889122,OES,IRM001A_CL,Magnesium,PCT_M-M,0.063,No
5889122,OES,IRM001A_CL,Sodium,PCT_M-M,0.2034,No
5889122,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3808,No
5889122,OES,IRM001A_CL,Calcium,PCT_M-M,0.5601,No
5889122,OES,IRM001A_CL,Potassium,PCT_M-M,0.7578,No
5889122,OES,IRM001A_CL,Copper,MG_P_KG,4.0297,No
5889122,OES,IRM001A_CL,Zinc,MG_P_KG,45.4361,No
5889123,OES,SRM75F_CL,Potassium,PCT_M-M,0.7514,No
5889123,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0562,No
5889123,OES,SRM75F_CL,Sodium,PCT_M-M,0.2,No
5889123,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3612,No
5889123,OES,SRM75F_CL,Calcium,PCT_M-M,0.5562,No
5889123,OES,SRM75F_CL,Copper,MG_P_KG,4.2868,No
5889123,OES,SRM75F_CL,Zinc,MG_P_KG,43.6457,No
5889123,OES,SRM75F_CL,Iron,MG_P_KG,92.8153,No
5889132,OES,IRM001A_CL,Iron,MG_P_KG,67.1531,No
5889132,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0646,No
5889132,OES,IRM001A_CL,Sodium,PCT_M-M,0.1951,No
5889132,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3923,No
5889132,OES,IRM001A_CL,Calcium,PCT_M-M,0.5732,No
5889132,OES,IRM001A_CL,Potassium,PCT_M-M,0.7607,No
5889132,OES,IRM001A_CL,Copper,MG_P_KG,4.0507,No
5889132,OES,IRM001A_CL,Zinc,MG_P_KG,45.936,No
5889133,OES,SRM75F_CL,Potassium,PCT_M-M,0.6617,No
5889133,OES,SRM75F_CL,Iron,MG_P_KG,89.2773,No
5889133,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0531,No
5889133,OES,SRM75F_CL,Sodium,PCT_M-M,0.1724,No
5889133,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3443,No
5889133,OES,SRM75F_CL,Calcium,PCT_M-M,0.5232,No
5889133,OES,SRM75F_CL,Copper,MG_P_KG,3.9399,No
5889133,OES,SRM75F_CL,Zinc,MG_P_KG,40.2958,No
5893461,OES,IRM001A_CL,Iron,MG_P_KG,64.4066,No
5893461,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0602,No
5893461,OES,IRM001A_CL,Sodium,PCT_M-M,0.2038,No
5893461,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3721,No
5893461,OES,IRM001A_CL,Calcium,PCT_M-M,0.5336,No
5893461,OES,IRM001A_CL,Potassium,PCT_M-M,0.7613,No
5893461,OES,IRM001A_CL,Copper,MG_P_KG,3.9418,No
5893461,OES,IRM001A_CL,Zinc,MG_P_KG,43.2097,No
5893462,OES,SRM75F_CL,Iron,MG_P_KG,89.1609,No
5893462,OES,SRM75F_CL,Potassium,PCT_M-M,0.7792,No
5893462,OES,SRM75F_CL,Magnesium,PCT_M-M,0.054,No
5893462,OES,SRM75F_CL,Sodium,PCT_M-M,0.1945,No
5893462,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3548,No
5893462,OES,SRM75F_CL,Calcium,PCT_M-M,0.5326,No
5893462,OES,SRM75F_CL,Copper,MG_P_KG,4.2101,No
5893462,OES,SRM75F_CL,Zinc,MG_P_KG,41.9504,No
5894558,OES,IRM001A_CL,Iron,MG_P_KG,63.3992,No
5894558,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0604,No
5894558,OES,IRM001A_CL,Sodium,PCT_M-M,0.2034,No
5894558,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3733,No
5894558,OES,IRM001A_CL,Calcium,PCT_M-M,0.5483,No
5894558,OES,IRM001A_CL,Potassium,PCT_M-M,0.7043,No
5894558,OES,IRM001A_CL,Copper,MG_P_KG,3.9722,No
5894558,OES,IRM001A_CL,Zinc,MG_P_KG,43.2254,No
5894559,OES,SRM75F_CL,Potassium,PCT_M-M,0.6928,No
5894559,OES,SRM75F_CL,Iron,MG_P_KG,88.6832,No
5894559,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0535,No
5894559,OES,SRM75F_CL,Sodium,PCT_M-M,0.1939,No
5894559,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3513,No
5894559,OES,SRM75F_CL,Calcium,PCT_M-M,0.5402,No
5894559,OES,SRM75F_CL,Copper,MG_P_KG,4.2617,No
5894559,OES,SRM75F_CL,Zinc,MG_P_KG,41.4789,No
5895983,OES,IRM001A_CL,Iron,MG_P_KG,57.7282,No
5895983,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0555,No
5895983,OES,IRM001A_CL,Sodium,PCT_M-M,0.1679,No
5895983,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.343,No
5895983,OES,IRM001A_CL,Calcium,PCT_M-M,0.4902,No
5895983,OES,IRM001A_CL,Potassium,PCT_M-M,0.6024,No
5895983,OES,IRM001A_CL,Copper,MG_P_KG,3.4294,No
5895983,OES,IRM001A_CL,Zinc,MG_P_KG,39.7051,No
5895986,OES,SRM75F_CL,Potassium,PCT_M-M,0.6461,No
5895986,OES,SRM75F_CL,Iron,MG_P_KG,84.9485,No
5895986,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0516,No
5895986,OES,SRM75F_CL,Sodium,PCT_M-M,0.1691,No
5895986,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.34,No
5895986,OES,SRM75F_CL,Calcium,PCT_M-M,0.5053,No
5895986,OES,SRM75F_CL,Copper,MG_P_KG,3.8173,No
5895986,OES,SRM75F_CL,Zinc,MG_P_KG,39.7465,No
5896363,OES,IRM001A_CL,Iron,MG_P_KG,63.4604,No
5896363,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0603,No
5896363,OES,IRM001A_CL,Sodium,PCT_M-M,0.1866,No
5896363,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3676,No
5896363,OES,IRM001A_CL,Calcium,PCT_M-M,0.5464,No
5896363,OES,IRM001A_CL,Potassium,PCT_M-M,0.6888,No
5896363,OES,IRM001A_CL,Copper,MG_P_KG,4.247,No
5896363,OES,IRM001A_CL,Zinc,MG_P_KG,43.2613,No
5896364,OES,SRM75F_CL,Potassium,PCT_M-M,0.7003,No
5896364,OES,SRM75F_CL,Iron,MG_P_KG,88.8266,No
5896364,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0536,No
5896364,OES,SRM75F_CL,Sodium,PCT_M-M,0.1853,No
5896364,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3514,No
5896364,OES,SRM75F_CL,Calcium,PCT_M-M,0.5396,No
5896364,OES,SRM75F_CL,Copper,MG_P_KG,4.1723,No
5896364,OES,SRM75F_CL,Zinc,MG_P_KG,41.3366,No
5896901,OES,IRM001A_CL,Iron,MG_P_KG,62.3698,No
5896901,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0603,No
5896901,OES,IRM001A_CL,Sodium,PCT_M-M,0.201,No
5896901,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3628,No
5896901,OES,IRM001A_CL,Calcium,PCT_M-M,0.5401,No
5896901,OES,IRM001A_CL,Potassium,PCT_M-M,0.741,No
5896901,OES,IRM001A_CL,Copper,MG_P_KG,3.8764,No
5896901,OES,IRM001A_CL,Zinc,MG_P_KG,42.9955,No
5896902,OES,SRM75F_CL,Iron,MG_P_KG,87.6663,No
5896902,OES,SRM75F_CL,Potassium,PCT_M-M,0.7407,No
5896902,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0534,No
5896902,OES,SRM75F_CL,Sodium,PCT_M-M,0.1914,No
5896902,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3463,No
5896902,OES,SRM75F_CL,Calcium,PCT_M-M,0.5319,No
5896902,OES,SRM75F_CL,Copper,MG_P_KG,4.1397,No
5896902,OES,SRM75F_CL,Zinc,MG_P_KG,41.4769,No
5901028,OES,IRM001A_CL,Iron,MG_P_KG,61.3471,No
5901028,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0592,No
5901028,OES,IRM001A_CL,Sodium,PCT_M-M,0.1956,No
5901028,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3599,No
5901028,OES,IRM001A_CL,Calcium,PCT_M-M,0.5242,No
5901028,OES,IRM001A_CL,Potassium,PCT_M-M,0.7004,No
5901028,OES,IRM001A_CL,Copper,MG_P_KG,3.7974,No
5901028,OES,IRM001A_CL,Zinc,MG_P_KG,42.3195,No
5901029,OES,SRM75F_CL,Iron,MG_P_KG,88.4172,No
5901029,OES,SRM75F_CL,Potassium,PCT_M-M,0.7607,No
5901029,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0536,No
5901029,OES,SRM75F_CL,Sodium,PCT_M-M,0.1931,No
5901029,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3481,No
5901029,OES,SRM75F_CL,Calcium,PCT_M-M,0.5278,No
5901029,OES,SRM75F_CL,Copper,MG_P_KG,4.0979,No
5901029,OES,SRM75F_CL,Zinc,MG_P_KG,41.7369,No
5901130,OES,IRM001A_CL,Iron,MG_P_KG,61.6152,No
5901130,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0598,No
5901130,OES,IRM001A_CL,Sodium,PCT_M-M,0.1794,No
5901130,OES,IRM001A_CL,Phosphorus,PCT_M-M,0.3686,No
5901130,OES,IRM001A_CL,Calcium,PCT_M-M,0.534,No
5901130,OES,IRM001A_CL,Potassium,PCT_M-M,0.6565,No
5901130,OES,IRM001A_CL,Copper,MG_P_KG,3.7063,No
5901130,OES,IRM001A_CL,Zinc,MG_P_KG,42.6057,No
5901131,OES,SRM75F_CL,Potassium,PCT_M-M,0.701,No
5901131,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
5901131,OES,SRM75F_CL,Sodium,PCT_M-M,0.179,No
5901131,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.357,No
5901131,OES,SRM75F_CL,Calcium,PCT_M-M,0.533,No
5901131,OES,SRM75F_CL,Copper,MG_P_KG,4.17,No
5901131,OES,SRM75F_CL,Zinc,MG_P_KG,41.8,No
5901131,OES,SRM75F_CL,Iron,MG_P_KG,94.6844,No
5902078,OES,IRM001A_CL,Iron,MG_P_KG,64.1073,No
5902078,OES,IRM001A_CL,Magnesium,PCT_M-M,0.0591,No
5902078,OES,IRM001A_CL,Sodium,PCT_M-M,0.1983,No
